id,horario,produtos,total,pago,formato,mod
0,11:49,239/2-150/6-20/3-194/7-342/4-483/5-136/7-248/3-461/2,2427.65,0,dinheiro,0%
1,11:49,375/6-33/10-108/8-377/6-72/4-171/7-480/7,2714.0,0,dinheiro,0%
2,11:49,378/1-166/7-177/8-405/2-422/7,555.45,0,dinheiro,0%
3,11:49,23/5-158/4-95/10,1844.6,0,cartão de débito,0%
4,11:49,89/3-462/1-50/10-343/3-385/2,1473.1499999999999,0,dinheiro,0%
5,11:49,88/9-321/8-49/4-202/5-421/7-407/3-439/6-168/4-225/8-465/9,2827.3439999999996,0,dinheiro,-4%
6,11:49,343/5-100/2-255/2-475/8-375/2-409/3-342/10-398/4-478/2,1731.0719999999997,0,dinheiro,-16%
7,11:49,52/9-86/5-63/10-45/5-52/10-422/10-61/4-449/4-126/2,2842.7999999999997,0,cartão de débito,0%
8,11:49,203/7-30/3-410/9-117/3-269/9-116/2,2068.85,0,cartão de crédito,0%
9,11:49,283/8-441/3-148/6-16/3-335/4-320/4-128/8-58/9,2750.8,0,cartão de débito,0%
10,11:49,211/8-327/1-496/7-281/7-300/3-497/7,1685.8999999999999,0,cartão de débito,0%
11,11:49,64/8-155/7-148/7-497/9-397/6-163/5-462/4-39/10-462/8,2942.298,0,cartão de débito,3%
12,11:49,361/6-145/5-418/10-296/1-457/5,1975.7,0,cartão de crédito,0%
13,11:49,312/9-401/2-463/1-285/6-223/4-481/9-427/8-126/8-419/3-300/4,3313.38,0,cartão de crédito,5%
