id,horario,produtos,total,pago,formato,mod
0,11:46,443/3-106/2-79/7-369/4,787.7499999999999,0,cartão de débito,0%
1,11:46,481/10,195.5,0,dinheiro,0%
2,11:46,218/9-233/4-239/6,1066.0499999999995,0,cartão de crédito,0%
3,11:46,421/6-83/1-281/4-206/2-204/5-259/1-455/10-386/9-219/8-147/3-92/3,3151.0,0,dinheiro,0%
4,11:46,221/3,106.95,0,cartão de débito,0%
5,11:46,242/1-102/9-287/2-257/4-142/3,1100.55,0,cartão de crédito,0%
6,11:46,398/6-241/10-498/3-468/10-303/5-491/9-31/4-320/10,2808.3,0,dinheiro,0%
7,11:46,404/10-26/1-262/6-455/9-469/5,2111.285,0,cartão de crédito,10%
8,11:48,112/6-32/5-245/10-366/7-3/3-325/8,2112.5499999999997,0,cartão de débito,0%
9,11:48,448/3-459/2-433/10-160/10-97/7-246/1-449/4-43/2-264/10,2787.6,0,dinheiro,0%
10,11:48,37/1-76/7,921.3225000000001,0,cartão de crédito,5%
11,11:48,229/10,414.0,0,cartão de crédito,0%
12,11:48,341/9-460/7-408/4-108/7-28/3-145/8-58/4,2558.75,0,cartão de crédito,0%
13,11:48,473/5-204/9-348/1-241/3-405/2-251/3-22/9-415/6-56/2-54/5,2387.124,0,cartão de débito,8%
14,11:48,97/6-103/9-349/8-139/7-198/2,1769.8500000000001,0,dinheiro,0%
15,11:48,272/2-251/10,63.986000000000004,0,cartão de crédito,7%
