id,horario,produtos,total,pago,formato,mod
0,11:49,362/10-378/2-326/7-40/10-490/5-274/5-183/5,2419.6,0,cartão de crédito,0%
1,11:49,212/2-190/7-305/8-260/4-487/9-408/10-498/10-81/4,3248.75,0,dinheiro,0%
2,11:49,123/2-365/2-208/8-475/6-253/4,1115.5,0,cartão de débito,0%
3,11:49,454/7-157/5-378/7-317/2-237/3-294/4-336/1-454/5-281/5-16/9,2766.8999999999996,0,dinheiro,0%
4,11:49,176/8-408/9,446.20000000000005,0,dinheiro,0%
5,11:49,450/2-316/4-355/8-321/8-53/4-481/3-98/9,2152.8,0,cartão de crédito,0%
6,11:49,412/9-435/3,200.10000000000002,0,cartão de crédito,0%
7,11:49,430/10-83/4-10/4-447/1-331/7-39/4-247/4-80/1,1344.3499999999997,0,dinheiro,0%
8,11:49,408/8-410/8-217/3-387/4-179/9-239/1-412/7,2893.4,0,dinheiro,0%
9,11:49,9/4-412/1-196/1-49/3-184/7,867.4449999999998,0,cartão de débito,-5%
10,11:49,102/8,625.5999999999999,0,dinheiro,0%
11,11:49,209/7-26/6-111/5-324/3-255/7-493/4-315/2-401/7-373/1-255/10-306/7,3860.55,0,cartão de débito,0%
12,11:49,198/4-306/5-153/8-371/3,851.0,0,cartão de crédito,0%
13,11:49,467/7-393/2-196/1-175/2-259/3-494/8-131/6-348/7-362/1-279/8-215/4,2107.9500000000003,0,cartão de débito,0%
14,11:49,404/3-125/3-66/2-271/9-85/8-394/4-144/4-448/3-442/1-17/4,1994.1000000000001,0,cartão de crédito,0%
15,11:49,380/4-138/9-180/10-497/2-165/9-234/1-221/3,1710.05,0,cartão de débito,0%
16,11:49,103/7-164/2,419.75,0,dinheiro,0%
17,11:49,82/3-499/5-161/3-470/4-327/5-231/7,1584.8840000000002,0,cartão de crédito,7%
18,11:49,299/7,740.6,0,dinheiro,0%
