id,horario,produtos,total,pago,formato,mod
0,11:46,147/6,407.1,0,dinheiro,0%
1,11:46,268/5-388/4-137/10-171/10-463/6,731.4,0,dinheiro,0%
2,11:46,426/3-125/3-167/3-379/9-12/4-360/9-368/2-151/10-69/10,3324.65,0,cartão de débito,0%
3,11:46,348/8-485/10-324/5-4/10-482/9-302/2-159/10-486/10-324/9-80/7,4788.599999999999,0,cartão de crédito,0%
4,11:46,447/4-434/6-5/2-448/7-439/5-430/4-324/10-220/1-384/6-130/3-38/9,3168.2499999999995,0,cartão de crédito,0%
5,11:46,353/1-23/8-246/8-213/2-430/7-353/2-29/6-250/5-201/5-341/5-42/5,3422.4,0,dinheiro,0%
6,11:46,197/6-29/8-352/10-100/8-153/1-266/1-418/3,2638.1000000000004,0,dinheiro,0%
7,11:46,312/2-163/3-247/5,451.9500000000001,0,cartão de crédito,0%
8,11:46,249/2-202/2-177/4-392/7-94/6,658.9499999999999,0,dinheiro,0%
9,11:48,292/7-251/2-173/4-456/4,862.5,0,dinheiro,0%
