id,horario,produtos,total,pago,formato,mod
0,11:49,302/2-115/10-41/6-476/7,1417.95,0,cartão de crédito,0%
1,11:49,130/7-213/6-477/2-410/5-352/3-282/9,1613.68,0,cartão de débito,-20%
2,11:49,216/7-465/4-408/1-447/4-177/7-311/10-294/7-463/7-181/2,2229.712,0,dinheiro,-17%
3,11:49,334/8-487/2-232/7-459/3-262/3-47/5,1618.0500000000002,0,cartão de crédito,0%
4,11:49,349/3-317/4-28/1-253/10-498/2-409/5-208/10-136/4-415/6-213/9,1782.5,0,dinheiro,0%
5,11:49,137/8-232/8-27/5-163/7-388/6-179/7-402/9-436/9,2546.6749999999997,0,cartão de débito,3%
6,11:49,448/8-431/4-398/1-332/5-385/8-498/2-361/3-359/7-378/4-291/9-87/4,2092.9999999999995,0,cartão de débito,0%
7,11:49,31/6-224/1-411/8-131/8-127/9-63/8-365/9-496/7-485/10-261/10-333/5,4585.05,0,dinheiro,0%
8,11:49,24/3-140/2-128/4-313/8-214/10-488/7,2748.5,0,dinheiro,0%
9,11:49,62/2-196/2-323/1,279.45,0,cartão de débito,0%
