id,horario,produtos,total,pago,formato,mod
0,11:49,371/1,60.95,0,cartão de débito,0%
1,11:49,120/2-300/5-183/7-197/2-472/6-412/6-141/3-459/10,3122.25,0,dinheiro,0%
2,11:49,320/5-15/10-45/8-266/10-352/10-144/6,1997.136,0,cartão de crédito,8%
3,11:49,275/1-281/2,71.944,0,cartão de crédito,-8%
4,11:49,242/10-140/1-139/1-121/6-459/5-39/9-466/9-137/7-154/3-426/1,2695.6,0,cartão de crédito,0%
5,11:49,245/1-440/2-138/9-292/8-41/8-273/7-72/4-493/8,2199.7200000000003,0,cartão de débito,-20%
6,11:49,225/9-188/1-315/10-431/10-485/7-164/4-389/5-247/7-57/3-460/8-221/4,1997.5499999999995,0,cartão de crédito,0%
7,11:49,273/4-125/6-8/10-278/8-245/1-402/9-3/5,2112.5499999999997,0,cartão de débito,0%
8,11:49,215/1-156/3-209/4-131/8-325/7-428/10-469/9-469/3,1312.1499999999999,0,cartão de débito,0%
9,11:49,165/1-14/6-364/5-172/8-175/1-133/9,2589.7999999999997,0,cartão de débito,0%
10,11:49,330/6-167/4-14/10-376/7-266/2,1951.55,0,dinheiro,0%
11,11:49,177/7,32.199999999999996,0,cartão de crédito,0%
12,11:49,191/1,80.5,0,cartão de crédito,0%
13,11:49,26/1-294/8-457/1-89/5,1495.0,0,cartão de crédito,0%
14,11:49,440/5,436.99999999999994,0,cartão de crédito,0%
15,11:49,451/4-89/7-71/10-336/9-236/10-318/10-196/1,2757.7,0,cartão de débito,0%
16,11:49,45/2-397/10-409/9,198.95,0,cartão de débito,0%
17,11:49,162/5,74.75,0,cartão de crédito,0%
18,11:49,159/7-334/1-139/7-117/9,1539.85,0,cartão de crédito,0%
