id,horario,produtos,total,pago,formato,mod
0,11:46,325/5-160/9-6/6-158/1-348/8-167/2-196/8-351/9-270/7-453/8-139/10,3305.1,0,cartão de débito,0%
1,11:46,473/2-350/7-352/10-116/5-80/2-93/7-491/2-439/6-460/8-283/8,2663.4,0,cartão de débito,0%
2,11:46,273/9-388/8-125/8-375/7-190/5-386/9-186/9-415/5-424/3,3320.05,0,dinheiro,0%
3,11:48,351/2-463/1-491/8,555.45,0,dinheiro,0%
4,11:48,50/4-462/1-115/5-398/6,974.05,0,cartão de débito,10%
5,11:48,273/2-283/6-193/10-19/4-60/5-499/10-226/4,2208.437,0,cartão de débito,-14%
6,11:48,492/3-117/9-97/8-444/10-58/3-200/8-359/4-426/6,3659.2999999999997,0,cartão de débito,0%
7,11:48,123/2-183/10-338/6,1453.6000000000001,0,cartão de crédito,0%
8,11:48,332/3-383/7,194.258,0,cartão de crédito,3%
9,11:48,440/10,873.9999999999999,0,cartão de débito,0%
10,11:48,402/3,3.4499999999999997,0,cartão de crédito,0%
11,11:48,30/7-423/6-96/9-66/5-77/6-251/3-317/10-87/5-142/5-231/6-481/8,3475.3,0,cartão de crédito,0%
12,11:48,7/9,248.4,0,cartão de débito,0%
