id,horario,produtos,total,pago,formato,mod
0,11:46,98/2-114/9-447/4-3/2-137/7-114/7-104/5-55/2-83/1,2700.2,0,cartão de crédito,0%
1,11:46,24/1-230/4-16/7,1232.8,0,cartão de crédito,0%
2,11:46,92/1-356/3-496/2-198/4-100/9-437/1,1611.1500000000003,0,cartão de crédito,0%
3,11:46,231/4-223/9-302/2-438/1,753.2500000000001,0,cartão de débito,0%
4,11:46,238/1-473/2,179.39999999999998,0,cartão de débito,0%
5,11:46,215/2-130/1,189.75,0,dinheiro,0%
6,11:46,428/3-177/9-246/6-104/7-24/6-16/2-478/2-163/10,2539.2,0,cartão de débito,0%
7,11:46,77/6,593.4000000000001,0,cartão de débito,0%
8,11:46,312/8-76/3,978.65,0,cartão de débito,0%
9,11:46,458/9-94/10-260/9-244/3-125/7,2020.55,0,cartão de crédito,0%
10,11:46,230/8-36/5-460/2-337/9-213/8-263/9-404/5-464/7-82/8-213/5,3053.2499999999995,0,cartão de crédito,0%
11,11:48,9/5-84/10-341/4-306/10-146/8-491/8-463/5-485/7-473/8-320/4,3104.9999999999995,0,cartão de crédito,0%
12,11:48,107/8-487/6-276/1-22/6,1227.0500000000002,0,cartão de crédito,0%
13,11:48,473/6-189/6-311/3-292/6-399/1-226/9-497/6-325/7,2046.9999999999995,0,dinheiro,0%
14,11:48,218/5-302/9-210/9-56/2-409/5,1038.4844999999998,0,cartão de débito,-7%
15,11:48,303/7-308/1-183/4-379/4,1185.6499999999999,0,cartão de débito,0%
