id,horario,produtos,total,pago,formato,mod
0,11:46,69/7-97/6,998.2,0,cartão de crédito,0%
1,11:46,318/7-126/5-49/6-379/1-77/7-96/3-74/6-255/3-232/2,2577.15,0,dinheiro,0%
2,11:46,185/9-440/4-76/3-13/10-95/6-302/8-216/8-58/1,3715.65,0,cartão de débito,0%
3,11:46,316/7-216/3-153/1,796.9499999999999,0,cartão de débito,0%
4,11:46,430/1,57.49999999999999,0,cartão de débito,0%
5,11:46,184/4-110/10-402/6-121/7,1338.6,0,dinheiro,0%
6,11:46,252/9-97/1-193/8-296/4-27/4-289/7-301/1,1511.1,0,cartão de crédito,0%
7,11:46,381/3-426/2-379/2-443/10-366/7,1454.75,0,cartão de débito,0%
8,11:46,54/7-454/1-95/6-462/2-456/3-338/9-240/10-491/10-60/5-228/6-260/8,4114.7,0,dinheiro,0%
9,11:48,205/5-273/2-272/2-333/6-108/7-317/1-144/6-185/3-17/4,1825.0499999999997,0,cartão de débito,0%
10,11:48,184/1-322/8-287/4-442/3-217/2-195/6-329/8-197/1-13/3-421/2-352/1,2556.45,0,cartão de débito,0%
11,11:48,163/5,442.4625,0,cartão de débito,-5%
12,11:48,199/6-87/6-356/4-311/2-200/1-265/10-119/8,1187.858,0,dinheiro,-2%
13,11:48,21/10-347/8,1212.1,0,cartão de débito,0%
14,11:48,83/4-446/3-451/2-324/10-444/4-266/4-389/5-45/8-43/6,2360.95,0,cartão de crédito,0%
15,11:48,369/8-372/2-319/10-347/6-161/5-11/2-189/8-200/4,2926.75,0,cartão de crédito,0%
