id,horario,produtos,total,pago,formato,mod
0,11:46,339/5-303/2-14/8-102/9-240/2,2243.65,0,cartão de débito,0%
1,11:46,226/7-389/1-11/1-398/3-317/6-316/8-130/5,1451.3,0,dinheiro,0%
2,11:46,235/5,33.40749999999999,0,cartão de crédito,-17%
3,11:46,277/5-29/9-486/9-420/8-156/6-66/3-359/4-313/10-191/2-417/2-434/9,3989.603,0,dinheiro,-11%
4,11:46,131/7-423/2-1/9-305/5-113/9-156/2-326/3-171/4,915.4,0,dinheiro,0%
5,11:46,276/4-442/10-117/2-201/3-126/1-130/7-232/2-99/7-72/7-172/10-77/10,4534.45,0,cartão de crédito,0%
6,11:46,451/7-403/3-120/4-441/1,1217.85,0,cartão de crédito,0%
7,11:46,205/2-147/5,479.55,0,cartão de crédito,0%
8,11:48,150/3-369/9-81/6-433/5-45/2-279/1,834.9,0,cartão de débito,0%
9,11:48,13/3-73/6-151/10-77/8-397/8-144/2-180/1-488/9-414/5-476/5,3532.7999999999993,0,cartão de crédito,0%
10,11:48,310/7-78/1-279/9-220/7,1738.869,0,cartão de crédito,-13%
11,11:48,226/3-60/1-121/6-152/1,824.5500000000001,0,cartão de crédito,0%
12,11:48,269/5-431/2-450/9-170/2-223/1-194/10-493/7-384/3-184/5,3639.75,0,cartão de débito,0%
13,11:48,54/8-150/5-154/5-287/5-116/7-451/9-353/3,2509.2999999999997,0,dinheiro,0%
14,11:48,125/3-188/1-131/5,417.44999999999993,0,cartão de débito,0%
